vertex_id,pagerank,betweenness,closeness,eigenvector,katz,hits_authority,hits_hub,eigentrust,trust_transitivity
0,1.0,0.1887487117536712,NaN,1.0,1.0,NaN,NaN,0.18835962029695982,0.9108989993231786
1,0.0,0.9265108473276942,0.0,0.0,0.0,NaN,NaN,0.9264756005405642,0.7663749601673897
2,0.0,0.25346708657014055,0.0,0.0,0.0,NaN,NaN,0.25310903526966455,0.4328645059813767
3,0.0,0.7329806142271875,0.0,0.0,0.0,NaN,NaN,0.7328525466810576,0.045643369176732965
4,0.0,0.13450962211614362,0.0,0.0,0.0,NaN,NaN,0.13409451656650748,0.6311070758851557
5,0.0,0.7101834502234957,0.0,0.0,0.0,NaN,NaN,0.7100444487264684,0.5940099867544979
6,0.0,0.7111776640565309,0.0,0.0,0.0,NaN,NaN,0.7110391394032562,0.16524008087698872
7,0.0,0.5176756723813154,0.0,0.0,0.0,NaN,NaN,0.5174443405141622,0.531480559249739
8,0.0,0.4506576893931082,0.0,0.0,0.0,NaN,NaN,0.4503942144341602,0.22966057452410835
9,0.0,0.35243784681265516,0.0,0.0,0.0,NaN,NaN,0.35212726376009756,0.7891502118656222
10,0.0,0.6598481843752841,0.0,0.0,0.0,NaN,NaN,0.6596850411330336,0.9944041770138152
11,0.0,0.5906504145122692,0.0,0.0,0.0,NaN,NaN,0.590454082711224,0.2339528089507176
12,0.0,0.14682514618217948,0.0,0.0,0.0,NaN,NaN,0.14641594739074326,0.43630275300772825
13,0.0,0.18458146275393397,0.0,0.0,0.0,NaN,NaN,0.18419037260580937,0.8197559603741694
14,0.0,0.2577059953358486,0.0,0.0,0.0,NaN,NaN,0.2573499770961645,0.21074008718073964
15,0.0,0.42351782514450564,0.0,0.0,0.0,NaN,NaN,0.42324133339351255,0.24653648975663156
16,0.0,0.7329972234625929,0.0,0.0,0.0,NaN,NaN,0.7328691638825663,0.22338175389202372
17,0.0,0.35818578170693255,0.0,0.0,0.0,NaN,NaN,0.3578779554726303,0.768289960608371
18,0.0,0.5634551204994174,0.0,0.0,0.0,NaN,NaN,0.5632457453211641,0.9269919888536627
19,0.0,0.015440704913158097,0.0,0.0,0.0,NaN,NaN,0.014968491659516086,0.9171306094104588
20,0.0,0.06701701304010658,0.0,0.0,0.0,NaN,NaN,0.06656953675902988,0.40055726620535903
21,0.0,0.3553568084184039,0.0,0.0,0.0,NaN,NaN,0.3550476253550232,0.03621818018857427
22,0.0,0.838708478449764,0.0,0.0,0.0,NaN,NaN,0.8386311199863823,0.7868927451869152
23,0.0,0.6872571876460206,0.0,0.0,0.0,NaN,NaN,0.687107190279979,0.6820821654875757
24,0.0,0.8535296281985292,0.0,0.0,0.0,NaN,NaN,0.8534593782388002,0.8131234124493654
25,0.0,0.0491075909465229,0.0,0.0,0.0,NaN,NaN,0.04865152496798472,0.9246760177153457
26,0.0,0.5274697331988901,0.0,0.0,0.0,NaN,NaN,0.5272430987484878,0.28661478263398715
27,0.0,0.3136194006713394,0.0,0.0,0.0,NaN,NaN,0.31329019955804627,0.615416196483197
28,0.0,0.8329224881891393,0.0,0.0,0.0,NaN,NaN,0.832842354655429,0.39930328048496716
29,0.0,0.08568171811229516,0.0,0.0,0.0,NaN,NaN,0.08524319377667708,0.731719456378463
30,0.0,0.8552313513599313,0.0,0.0,0.0,NaN,NaN,0.8551619175788062,0.38569296575968526
31,0.0,0.7553495982828965,0.0,0.0,0.0,NaN,NaN,0.755232259324465,0.30213031406410723
32,0.0,0.5937041662916226,0.0,0.0,0.0,NaN,NaN,0.5935092991276701,0.40254035386999176
33,0.0,0.2708962524473543,0.0,0.0,0.0,NaN,NaN,0.27054656050437786,0.6776869286493713
34,0.0,0.3062581110024658,0.0,0.0,0.0,NaN,NaN,0.30592537927546265,0.6170490884830998
35,0.0,0.7936857105470375,0.0,0.0,0.0,NaN,NaN,0.7935867583128942,0.447932490037886
36,0.0,0.3801092921210985,0.0,0.0,0.0,NaN,NaN,0.3798119808169133,0.036425569253691045
37,0.0,0.0628546950557984,0.0,0.0,0.0,NaN,NaN,0.06240522244831669,0.09592591731253525
38,0.0,0.3854903814721036,0.0,0.0,0.0,NaN,NaN,0.38519565104011505,0.16268858027165056
39,0.0,0.03379429412439919,0.0,0.0,0.0,NaN,NaN,0.03333088359916642,0.6460632827489688
40,0.0,0.38430766287956875,0.0,0.0,0.0,NaN,NaN,0.3840123651933807,0.5944322953397657
41,0.0,0.6142420896234833,0.0,0.0,0.0,NaN,NaN,0.6140570728358851,0.8016653802450396
42,0.0,0.0032585040710905607,0.0,0.0,0.0,NaN,NaN,0.002780448003587708,0.3443214552374658
43,0.0,0.45786589696398455,0.0,0.0,0.0,NaN,NaN,0.457605879197678,0.6927911319185507
44,0.0,0.45730580563334206,0.0,0.0,0.0,NaN,NaN,0.45704551923664327,0.5610224098755501
45,0.0,0.7441789525084763,0.0,0.0,0.0,NaN,NaN,0.7440562558971205,0.4931654717022303
46,0.0,0.5047872727706387,0.0,0.0,0.0,NaN,NaN,0.5045497593833427,0.4878274098831726
47,0.0,0.5284823758871473,0.0,0.0,0.0,NaN,NaN,0.5282562271193251,0.36271699099860927
48,0.0,0.4940867118475343,0.0,0.0,0.0,NaN,NaN,0.4938440662688969,0.2647016157975863
49,0.0,0.8937722522803317,0.0,0.0,0.0,NaN,NaN,0.8937213034440066,0.6776921201127656
