vertex_id,pagerank,betweenness,closeness,eigenvector,katz,hits_authority,hits_hub,eigentrust,trust_transitivity
0,0.0004805359114698015,0.0,0.0004805359114698015,0.0004805359114698015,8.498414015124567e-05,0.10207837658278299,0.00044877291558833275,1.5061521869480638e-07,1.0
1,0.014791857425250887,0.07851208996771869,0.014791857425250887,0.014791857425250887,0.005736268465173147,0.32805817539877796,0.03288635429298946,2.215746669901327e-05,0.15218695233947296
2,0.0037669627664156154,0.34721235503943226,0.0037669627664156154,0.0037669627664156154,0.0013775737981028804,0.11962519335982953,0.02436799033563027,4.577227267533882e-06,0.1272211853012596
3,0.00026981516099695,0.02338471862656315,0.00026981516099695,0.00026981516099695,0.00017114257551494069,0.10407398945793978,0.02740423469532236,2.0531164593153e-05,0.2536047733329983
4,0.00015890854403502878,0.0513284295153559,0.00015890854403502878,0.00015890854403502878,0.00015837806172595874,0.10337204689516864,0.052960134616159074,2.456884908612518e-06,0.09817886299105139
5,0.01998253243093976,0.0041143146069533235,0.01998253243093976,0.01998253243093976,0.006699281696919965,0.22555449686673604,0.00044651011044503436,0.0005093502319751665,0.13521695855149712
6,0.021356369872889653,0.00014437837722165356,0.021356369872889653,0.021356369872889653,0.4013229340639687,0.10146957742651881,0.0006322674449800755,0.18728014189901582,1.0
7,0.012883631138202498,0.031409348376108565,0.012883631138202498,0.012883631138202498,0.007110773431539888,0.24472900928625202,0.019648406690277554,1.32703610825953e-05,0.12730194294609343
8,0.23069519315567458,0.0,0.23069519315567458,0.23069519315567458,0.7037735163349736,0.1018044909132569,0.00016410602514479994,0.3988717248837226,1.0
9,0.011436047034833053,0.003354741668628448,0.011436047034833053,0.011436047034833053,0.005267281874299076,0.20399486462633698,0.0004512487658306322,2.2587930983323675e-05,0.1256508443166047
10,0.0008207205945109984,0.0,0.0008207205945109984,0.0008207205945109984,0.0002159655507859347,0.10249776302843047,0.0003953587893727756,5.171218735907019e-07,0.2538983616722614
11,0.00016586816040909763,0.0,0.00016586816040909763,0.00016586816040909763,0.00013497374676077684,0.10195328785893668,0.00034112353169192,6.179532362367061e-07,0.2485041250515973
12,0.020391145308118266,0.07569632081234229,0.020391145308118266,0.020391145308118266,0.006208371080430698,0.22259481787084165,0.00041609093542481745,0.0010057645834630623,0.1278271116835536
13,0.0004046182021019097,0.004612510041652782,0.0004046182021019097,0.0004046182021019097,0.00024745825981020134,0.10032548132453306,0.0003055542961053699,8.119661429352616e-05,0.10228139765786788
14,0.0006712742011434498,0.009362425984194485,0.0006712742011434498,0.0006712742011434498,0.0005870746945516438,0.07815200097613144,0.00021561193308865037,1.095227655546914e-06,0.12301601424914774
15,0.007090358047961815,0.009205985684880874,0.007090358047961815,0.007090358047961815,0.006033696711090826,0.2924896775454897,0.00031962483200574724,9.404079298517968e-05,0.1186291991957029
16,0.02285050101187265,0.044273927924947866,0.02285050101187265,0.02285050101187265,0.011122452167631598,0.5875534894575686,0.0007658267479147222,6.571507013179068e-05,0.14342580285022405
17,0.015008467575071103,0.4092610063553606,0.015008467575071103,0.015008467575071103,0.010816130478412973,0.5370258102977672,0.0615752160289796,3.468906384325303e-05,0.14035854140956303
18,0.0003264699820086526,0.0006320173818102096,0.0003264699820086526,0.0003264699820086526,9.536261920292858e-05,0.10358550393318254,0.021503764761168182,1.6812121275916885e-07,0.2543258749936483
19,0.020097887229032056,0.11739204814772287,0.020097887229032056,0.020097887229032056,0.0059535254126172645,0.2414774780228312,0.02230186181046679,4.529399268306001e-05,0.14195475445780667
20,0.017120315213389945,0.17912533529001107,0.017120315213389945,0.017120315213389945,0.006433343087403074,0.29513837187434466,0.02272194414560066,4.2397387066859305e-05,0.1459031918910952
21,0.7681645971983413,0.024285693759169502,0.7681645971983413,0.7681645971983413,0.40192180535456057,0.16892219947314396,0.0007518432121282206,0.20248129954658745,0.13394961392433127
22,1.0,0.0,1.0,1.0,1.0,0.252235411813622,0.0002032982536855619,1.0,1.0
23,0.029279082653779636,0.05686381256152651,0.029279082653779636,0.029279082653779636,0.017556028764666595,0.7623088276069553,0.001094018870352007,0.0001276851139692937,0.13664400069978228
24,0.023211583932308648,0.21170963327384493,0.023211583932308648,0.023211583932308648,0.010428052188790898,0.35587671671350063,0.04327068820004212,5.8079021722557886e-05,0.134318723235907
25,1.9145922564205164e-06,0.000954388514130416,1.9145922564205164e-06,1.9145922564205164e-06,4.1634862077326904e-05,0.10383655129078553,0.03043703926841058,9.52432180281879e-09,0.27035112760791147
26,0.014918846846439194,0.09117456547560693,0.014918846846439194,0.014918846846439194,0.0054152223103947645,0.24117878440367527,0.0003248975188469292,6.387761256784595e-05,0.13993906337122447
27,0.03592438141838576,0.09326382182436849,0.03592438141838576,0.03592438141838576,0.011070531448695341,0.4184159704086952,0.0004212851495599466,0.0003775827768393554,0.13827678672076188
28,7.714681044981871e-08,0.028112480976036004,7.714681044981871e-08,7.714681044981871e-08,0.00014657051113771383,0.10319000460479931,0.05021968414274604,9.086322118762054e-06,0.010468343787819185
29,0.0007615203734439774,0.006398892157016392,0.0007615203734439774,0.0007615203734439774,0.0003431099348610678,0.1016438665479037,0.02290935086321474,3.833164543539009e-05,0.011313880132089232
30,0.5455307526442724,0.02808902698412978,0.5455307526442724,0.5455307526442724,0.4046772335743964,0.3484264944044216,0.0004978168798276185,0.13832006335937158,0.09171052038630918
31,0.00379339345023643,0.08440340383695727,0.00379339345023643,0.00379339345023643,0.0016154590270909437,0.1188904117735305,0.012256169824843201,5.0761909945770776e-06,0.16951514203985363
32,0.0010252265885519894,0.02679881834533381,0.0010252265885519894,0.0010252265885519894,0.00026152968792564796,0.06027793674297562,0.0006165416859800956,0.00020775164453769847,0.07050938468387064
33,0.0004711870351434218,0.05548810762715364,0.0004711870351434218,0.0004711870351434218,0.0005856396616690612,0.12198666547513573,0.014530080201859167,6.387423978089105e-07,0.13968997920453122
34,0.021851865180836573,0.10701326615699312,0.021851865180836573,0.021851865180836573,0.007004989440691771,0.26010490673762926,0.02435090010346459,7.12363527659601e-05,0.12763412318571676
35,0.000557521218934559,0.03849075984524352,0.000557521218934559,0.000557521218934559,0.0006095447856510896,0.10741196785555195,0.0008315665072450707,0.0002339239383631645,0.24197627223535603
36,0.0006781905065448151,0.022386783327646067,0.0006781905065448151,0.0006781905065448151,0.00022720324909938913,0.10169399669750712,0.0007205922282210474,2.5370310470077076e-05,0.06434765550520334
37,7.133192871813775e-05,0.055677000658324136,7.133192871813775e-05,7.133192871813775e-05,8.538825424665355e-05,0.10423348175759847,0.06741242249342129,1.2121393453152493e-05,0.21781714083498704
38,1.024004177728855e-05,0.0,1.024004177728855e-05,1.024004177728855e-05,0.0001143754917612485,0.10235365348275491,0.0001702174887469974,2.756893495860839e-09,0.01516720543043931
39,0.00038342059906695624,0.0023867111207682094,0.00038342059906695624,0.00038342059906695624,0.00035757573605766995,0.06446734267436978,0.0003433150074205054,1.310068678432003e-06,0.10635260065364928
40,0.0009415626898928659,0.003903487994839006,0.0009415626898928659,0.0009415626898928659,0.00030353520496536544,0.10032142153409113,0.0003209160027447186,0.0005108167307714382,0.16334695079665057
41,0.0003059087213429998,0.03463221290769669,0.0003059087213429998,0.0003059087213429998,0.00015846856649261873,0.061410637799709594,0.022732999169294957,1.5731059655843998e-06,0.2434034749652184
42,0.0393039323276272,0.18653596918426069,0.0393039323276272,0.0393039323276272,0.011211786192112489,0.3830137356395553,0.020236126134826372,5.9504940781994826e-05,0.13239863962561974
43,0.0001400646825811787,0.006605592281666478,0.0001400646825811787,0.0001400646825811787,0.00014215677585474238,0.06051640787931556,0.01936478725212447,1.851568133419427e-07,0.2585752025303454
44,1.0,0.0,1.0,1.0,1.0,0.1012650454989189,0.01741626080526892,1.0,1.0
45,0.0001725144909219864,0.05324889874319936,0.0001725144909219864,0.0001725144909219864,0.00014989033416447486,0.10375778510749738,0.03534355557869321,3.046156550997124e-05,0.08105908295473237
46,0.016983428350661436,0.035412627770797935,0.016983428350661436,0.016983428350661436,0.0070692351610627206,0.44320559059155906,0.0005215858855085162,3.918497882035053e-05,0.13348739525268574
47,0.04747676766680773,0.00048259591792165226,0.04747676766680773,0.04747676766680773,0.4928759044066404,0.30589621895877883,0.0005521534712485609,0.6344682307720136,1.0
48,0.001352352157866225,0.0171059159408518,0.001352352157866225,0.001352352157866225,0.0009431856685697846,0.1527507750035469,0.015413899665435951,3.660784043191702e-06,0.11993744985632167
49,0.004328721618431614,0.08586579317992596,0.004328721618431614,0.004328721618431614,0.0017520352973466272,0.12636300248101998,0.053763751144368044,4.200475475926456e-06,0.13817390289778864
50,0.0014997261172620799,0.0010265689216048066,0.0014997261172620799,0.0014997261172620799,0.00017552749824323107,0.06281427025489884,0.0006844116547865117,2.682752546605348e-06,0.11877775545471707
51,0.019814370953938936,0.014909307065162938,0.019814370953938936,0.019814370953938936,0.006553712162659391,0.2792119625874475,0.0008304070393157594,0.00015925598176448684,0.16687689158749752
52,0.0005896555198715213,0.09091548206950055,0.0005896555198715213,0.0005896555198715213,0.0006676434134365453,0.1350036406516991,0.026568420141523677,2.436322552054926e-07,0.11770125759087599
53,0.013218767140171903,0.03426251335048058,0.013218767140171903,0.013218767140171903,0.007490777188899273,0.255076083846637,0.01867216885069718,3.281473843119595e-05,0.12904471015467298
54,5.648794452169921e-07,3.5293341838627524e-06,5.648794452169921e-07,5.648794452169921e-07,7.857626627309895e-05,0.10026971542074707,0.00013132183020872544,8.710627100042068e-06,0.1666207474444739
55,0.014630721465548592,0.053191427775203075,0.014630721465548592,0.014630721465548592,0.005725323605169701,0.27970809743588393,0.0003588438190798403,6.740330235372483e-05,0.14195939475617886
56,0.00039457738280900315,0.00033214024555397155,0.00039457738280900315,0.00039457738280900315,0.00012893117259497286,0.059203425277970206,0.00027315800441505064,2.5005288014166135e-05,0.26846390018437893
57,0.011675267697984536,0.033803589539156985,0.011675267697984536,0.011675267697984536,0.005422502223874668,0.21458523354707093,0.0002222088482122387,1.944575600961747e-05,0.1259434620210619
58,0.0310970712498631,0.10375396632773158,0.0310970712498631,0.0310970712498631,0.011968214805816606,0.34320909266146454,0.03768093636998624,4.204863959219692e-05,0.14207352361734732
59,0.015645880437450663,0.14086238248734537,0.015645880437450663,0.015645880437450663,0.005056386537599187,0.3484552507520151,0.02956386955797568,3.8419592462777974e-05,0.14411710017242185
60,0.02048775540314107,0.12843946745814191,0.02048775540314107,0.02048775540314107,0.005351068367075764,0.2604328064990152,0.017385056929218542,2.1859752903962766e-05,0.14023688606495058
